🕘️更新时间,#genre#
CCTV-6,https://xmlive.zeabur.app/yw/whyd?id=cctv6
CCTV-6,http://156.238.248.80:8880/play/7.m3u8
CCTV-6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV-6,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8
CCTV-7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-7,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/50/index.m3u8?msisdn=2026030112002029b2ae1fba484fe89fcabcfc344c3078&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20260301120020&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=43.139.160.244&SecurityKey=20260301120020&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e025cabf5d864fca42955646f8c08d27&ddCalcu=7e20ed208530c0ca8bff654d6856549f2c4a
CCTV-7,http://ott.mobaibox.com/PLTV/3/224/3221227626/index.m3u8
CCTV-8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV-8,http://nn.7x9d.cn/mk.php?ip=223.76.131.67:8014&id=cctv8
CCTV-8,https://xmlive.zeabur.app/yw/whyd?id=cctv8
CCTV-8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-8,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/224/3221228578/index.m3u8
CCTV-9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV-9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-9,http://156.238.248.80:8880/play/10.m3u8
CCTV-9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV-9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=202603011200206142f0543b8642fa99c9271b293df1a9&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260301120020&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=43.139.160.244&SecurityKey=20260301120020&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=3c007b924c6dc2b6d22fbf11ec3c4d11&ddCalcu=131ced00403c703bc9e2141cf6bdfc222bd6
CCTV-10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV-10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/1000/index.m3u8?msisdn=2026030112002022dd458998974bfb8b598a3c61ccd282&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260301120020&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=43.139.160.244&SecurityKey=20260301120020&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6f98936e6ed1618f8fa0294af5b43bda&ddCalcu=a6dfeb90384490b356fea64e9d2106a1f88f
CCTV-10,http://ott.mobaibox.com/PLTV/3/224/3221227620/index.m3u8
CCTV-10,http://ott.mobaibox.com/PLTV/-/224/3221228286/index.m3u8
CCTV-10,http://ott.mobaibox.com/PLTV/-/224/3221227317/index.m3u8
CCTV-11,https://xmlive.zeabur.app/yw/whyd?id=cctv11
CCTV-11,http://156.238.248.80:8880/play/12.m3u8
CCTV-11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV-11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/50/20200103/index.m3u8?msisdn=2026030112002173706cdd17c64df38a07522b273f87da&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260301120021&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=43.139.160.244&SecurityKey=20260301120021&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=da740369b7cca32c403456397abbbb8a&ddCalcu=ad8aeb70b47b00b3a6799b376c5c4a33024c
CCTV-11,http://ott.mobaibox.com/PLTV/3/224/3221227720/index.m3u8
CCTV-12,http://156.238.248.80:8880/play/13.m3u8
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV-12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/50/index.m3u8?msisdn=202603011200210593c4e3b5454d568780dbf6cb11c144&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260301120021&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=43.139.160.244&SecurityKey=20260301120021&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=03a356f8a700c8f8eb2eea20274e14db&ddCalcu=b0d3e4a0133e50467f280a27a0e0ec28bfe8
CCTV-12,http://ott.mobaibox.com/PLTV/3/224/3221227637/index.m3u8
CCTV-12,http://ott.mobaibox.com/PLTV/-/224/3221228401/index.m3u8
CCTV-13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV-13,https://xmlive.zeabur.app/yw/whyd?id=cctv13
CCTV-13,http://156.238.248.80:8880/play/14.m3u8
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-13,http://pull-hls-f11.douyincdn.com/media/stream-695365272562303660.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1772664317&major_anchor_level=common&sign=7f89074b9ed63f7d0d0650199d9b3205&t_id=037-202602260645176D8644469071061C2EE9-ZOshJm
CCTV-14,http://156.238.248.80:8880/play/15.m3u8
CCTV-14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV-14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?msisdn=202603011200213af9b2dcd71b4048a1b0bd9528f5c5d6&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260301120021&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=43.139.160.244&SecurityKey=20260301120021&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=386f68c0ac1e1b12f9ccc289bca00482&ddCalcu=2388e4600f4060a8ccb09a8c21cec1cb91f2
CCTV-14,http://ott.mobaibox.com/PLTV/3/224/3221227693/index.m3u8
CCTV-14,http://ott.mobaibox.com/PLTV/-/224/3221228292/index.m3u8
CCTV-15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15,http://116.77.239.26:44300/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/50/index.m3u8?msisdn=2026030112002137ac52bc3ab54806910a5f7b5ff999f1&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260301120021&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=43.139.160.244&SecurityKey=20260301120021&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=fa332c5492d8f736d7f5470fcf0a33e4&ddCalcu=4feae330333a200cf5c4f9027d485ff773d6
CCTV-15,http://ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8
CCTV-15,http://ott.mobaibox.com/PLTV/-/224/3221225817/index.m3u8
CCTV-16,http://69.30.246.194/live/cctv16.m3u8
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV-16,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY1cC5tM3U4
CCTV-16,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw911517877_-1757643052/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8?icpid=3&RTS=1658854720&from=1&hms_devid=2113&vqe=3
CCTV-17,http://156.238.248.80:8880/play/17.m3u8
CCTV-17,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/50/index.m3u8?msisdn=2026030112002186e60a32596847a8ba18e52237806ae3&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260301120021&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=43.139.160.244&SecurityKey=20260301120021&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4b334d1ad40ac47d8d852e155739c329&ddCalcu=942be330c339403d715a5d14e02a5c84d78d
CCTV-17,http://ott.mobaibox.com/PLTV/3/224/3221227592/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221228407/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221227639/index.m3u8

💰央视付费频道,#genre#
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云音乐,https://radio.0472.org/?id=641
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
高尔夫网球,http://39.152.103.17:8089/tsfile/live/1109_1.m3u8?key=txiptv&playlive=1&down=1
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8
广东卫视,http://nn.7x9d.cn/mk.php?ip=223.76.131.67:8014&id=gdws
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
香港卫视,https://stream1.freetv.fun/6130c4439e91813125415b749209467f8da4f3d09d09ac80d7848321fc5e709e.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
浙江卫视,http://43.156.8.127:5050/ysp?id=2024054703&pid=600002520&q=fhd
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8
湖南卫视,http://69.30.246.194/live/hnws.m3u8
湖南卫视,http://43.156.8.127:5050/ysp?id=2024054803&pid=600002475&q=fhd
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://43.156.8.127:5050/ysp?id=2024052703&pid=600002309&q=fhd
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://23.237.228.134/live3/beijing.m3u8
北京卫视,http://114.242.62.109:888/hls/17/index.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,https://xmlive.zeabur.app/yw/whyd?id=hbws
湖北卫视,http://156.238.248.80:8880/play/33.m3u8
湖北卫视,http://111.221.137.234:44330/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,https://xmlive.zeabur.app/yw/whyd?id=hljws
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,http://43.156.8.127:5050/ysp?id=2024171403&pid=600002532&q=fhd
安徽卫视,https://xmlive.zeabur.app/yw/whyd?id=ahws
安徽卫视,http://111.221.137.234:44330/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
重庆卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/index.m3u8?msisdn=2026030112002440e15e4bbd0642faa328c7ec03cc0556&mdspid=&spid=600697&netType=0&sid=5910022305&pid=2028597139&timestamp=20260301120024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910914&ParentNodeID=-99&assertID=5910022305&client_ip=43.139.160.244&SecurityKey=20260301120024&promotionId=&mvid=5900004329&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=39043cee61ccc5c6982ae257a39faa1e&ddCalcu=e319ea00a48f309c3eae76512cecac258c96
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/-/224/3221225812/index.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.221.137.234:44330/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
东南卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/dongnanws/50/20230724/index.m3u8?msisdn=202603011200233979ac15a01e4d938099b105d8b6307a&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20260301120023&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=43.139.160.244&SecurityKey=20260301120023&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0378f90eae8786e8a0ab08f70c57fa06&ddCalcu=6003ea70f897f059c00e7afe8807b8a60ea8
东南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8
东南卫视,http://ott.mobaibox.com/PLTV/-/224/3221225816/index.m3u8
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,http://ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/-/224/3221227568/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/-/224/3221225846/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/-/224/3221228166/index.m3u8
广西卫视,rtmp://live.gxrb.com.cn/hls/a23
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/-/224/3221225806/index.m3u8
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://222.214.208.34:59901/tsfile/live/0120_1.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/-/224/3221225787/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/-/224/3221227551/index.m3u8
海南卫视,https://xmlive.zeabur.app/yw/whyd?id=custom12
海南卫视,https://livelyws1.chinamcache.com/lyws/newlive_zb03.m3u8?auth_key=1767148001-0-0-0650c6542c331540df214a79a09a2356
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=202603011200238a14f92ca35d400c8712b6e169b507a6&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20260301120023&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=43.139.160.244&SecurityKey=20260301120023&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=fbcf05259bc05a6ccfbd6f0830be0a9c&ddCalcu=cf9beac00f7e00b50235890bfc60d5baf6cc
海南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8
海南卫视,http://ott.mobaibox.com/PLTV/-/224/3221225810/index.m3u8
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河北卫视,http://119.91.7.169:2026/ysws.php?id=河北卫视
河北卫视,https://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1772341838&k=eb372b189443f4d741a47be1b7319f19
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河南卫视,http://39.165.39.49:19901/tsfile/live/1105_1.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://xxwx.yoesun.com/xxw/河南网.php?id=hnws
河南卫视,http://nn.7x9d.cn/mk.php?ip=223.76.131.67:8014&id=hnws
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=202603011200238c36a563f4604b4cb25935293433ef33&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20260301120023&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=43.139.160.244&SecurityKey=20260301120023&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b2c5282a773fdbf24d7c15ee2ce8e467&ddCalcu=7b62e4c0e57820e8c22ae7e7531fcd7bdf42
吉林卫视,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/-/224/3221225883/index.m3u8
江苏卫视,http://43.156.8.127:5050/ysp?id=2024171103&pid=600002521&q=fhd
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8
江苏卫视,http://156.238.248.80:8880/play/26.m3u8
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8
江苏卫视,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/600/index.m3u8?msisdn=202603011200226a6b86cf960f4c719c7eca47764d7991&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20260301120022&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=43.139.160.244&SecurityKey=20260301120022&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=2629f4fa99eddbfba65498f7da9e2811&ddCalcu=1216e820293ef094afda79f98e9d4d5b6fab
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8
江西卫视,http://156.238.248.80:8880/play/31.m3u8
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8
辽宁卫视,http://43.156.8.127:5050/ysp?id=2024171303&pid=600002505&q=fhd
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://119.91.7.169:2026/ysws.php?id=辽宁卫视
辽宁卫视,http://156.238.248.80:8880/play/29.m3u8
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8
内蒙古卫视,http://119.91.7.169:2026/ysws.php?id=内蒙古卫视
内蒙古卫视,http://ott.mobaibox.com/PLTV/3/224/3221227557/index.m3u8
内蒙古卫视,http://ott.mobaibox.com/PLTV/-/224/3221227557/index.m3u8
内蒙古卫视,http://ott.mobaibox.com/PLTV/-/224/3221225836/index.m3u8
内蒙古卫视,http://k.061899.xyz/k.php?id=nmgws
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
