🕘️更新时间,#genre#
湖南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226509/1.m3u8?zoneoffset=480&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EIGb_ib7rnBX9_sANRKq9sg%7EpK8OKM5JoJWWbLRyLfPcUMkwWZ90MzSI9S9PDltJsYzd0ZGcS3Tkh7syciNKJa-w60mDOdwtDyoNwCx9aRgzHNH9AUREV_qvNJtXHRPzYw0%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3D%3D%3A20221022013542%2C915973%2C119.123.71.209%2C20221022013542%2C10000100000000050000000003873458%2C915973%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007253514_0%2CEND&GuardEncType=2
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225704/2/index.m3u8
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225745/2/index.m3u8
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225490/2/index.m3u8
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225704/index.m3u8
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226450/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226251/index.m3u8
北京卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/bjws/50/20251127/index.m3u8?msisdn=202603180800241f1f04c9c03f42c7871adde5802d30e2&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260318080024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=43.139.160.244&SecurityKey=20260318080024&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=67a266a95bb2e04bff615be7cad2876e&ddCalcu=e667e7a1820260d6aac975ebbb521e60f4fb
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/-/224/3221228410/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/-/224/3221227390/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/-/224/3221227246/index.m3u8
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
湖北卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226477/index.m3u8
湖北卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/1000/index.m3u8?msisdn=20260318080025428fe70a66694e808b74535b0564d0d3&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20260318080025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=43.139.160.244&SecurityKey=20260318080025&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6ee77d795492b384e4ab68ed77e9c906&ddCalcu=660ee9e1c77970ed7779d5e48962bba348e4
湖北卫视,http://ott.mobaibox.com/PLTV/3/224/3221227479/index.m3u8
湖北卫视,http://ott.mobaibox.com/PLTV/-/224/3221227377/index.m3u8
湖北卫视,http://ott.mobaibox.com/PLTV/-/224/3221227211/index.m3u8
湖北卫视,http://ott.mobaibox.com/PLTV/-/224/3221227565/index.m3u8
湖北卫视,http://ott.mobaibox.com/PLTV/-/224/3221227665/index.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226327/index.m3u8
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221228295/index.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227252/index.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227323/index.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227662/index.m3u8
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226391/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221227558/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/-/224/3221225800/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/-/224/3221225634/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/-/224/3221227653/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/-/224/3221227759/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/-/224/3221228153/index.m3u8
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
重庆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226409/index.m3u8
重庆卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/index.m3u8?msisdn=202603180800269d148d9d8b4e4e84832a14f098b6f44a&mdspid=&spid=600697&netType=0&sid=5910022305&pid=2028597139&timestamp=20260318080026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910914&ParentNodeID=-99&assertID=5910022305&client_ip=43.139.160.244&SecurityKey=20260318080026&promotionId=&mvid=5900004329&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=cba567ec888fe58c85c2d96a25c04405&ddCalcu=5c0be4a1458060c75e2ca86898df2ec5588c
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/-/224/3221225812/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/-/224/3221227550/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/-/224/3221227632/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/-/224/3221227729/index.m3u8
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226345/index.m3u8
东方卫视,http://gslbmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/600/index.m3u8?msisdn=2026031808002412187df030ae4386813193532d36f5f7&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260318080024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=43.139.160.244&SecurityKey=20260318080024&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a4cf3f75159e7023d9b80e704c8a9f6f&ddCalcu=fa64efc19f1a308fc7450175e90e87b092d3
东方卫视,http://ott.mobaibox.com/PLTV/3/224/3221227511/index.m3u8
东方卫视,http://ott.mobaibox.com/PLTV/-/224/3221227396/index.m3u8
东方卫视,http://ott.mobaibox.com/PLTV/-/224/3221227597/index.m3u8
东方卫视,http://ott.mobaibox.com/PLTV/-/224/3221227732/index.m3u8
东方卫视,http://ott.mobaibox.com/PLTV/-/224/3221227688/index.m3u8
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/index.m3u8
东南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8
东南卫视,http://ott.mobaibox.com/PLTV/-/224/3221225816/index.m3u8
东南卫视,http://ott.mobaibox.com/PLTV/-/224/3221227553/index.m3u8
东南卫视,http://ott.mobaibox.com/PLTV/-/224/3221227670/index.m3u8
东南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182255/main.m3u8?stbid=
东南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040459/main.m3u8?channel-id=ystenlive&Contentid=1000000000010000000040459&livemode=1&stbId=4
甘肃卫视,http://ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/-/224/3221227568/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/-/224/3221225846/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/-/224/3221228166/index.m3u8
甘肃卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182276/main.m3u8?stbid=
甘肃卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000133802/main.m3u8?channel-id=ystenlive&Contentid=1000000000050000000133802&livemode=1&stbId=4
甘肃卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001298/index.m3u8
甘肃卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236201/index.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/-/224/3221225806/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/-/224/3221227609/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/-/224/3221228183/index.m3u8
广西卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182256/main.m3u8?stbid=
广西卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000090000000215605/main.m3u8?channel-id=ystenlive&Contentid=1000000000090000000215605&livemode=1&stbId=4
广西卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001224/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226474/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/-/224/3221225787/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/-/224/3221227551/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/-/224/3221228136/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/-/224/3221228634/index.m3u8
贵州卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182262/main.m3u8?stbid=
贵州卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040424/main.m3u8?channel-id=ystenlive&Contentid=1000000000010000000040424&livemode=1&stbId=4
海南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226465/index.m3u8
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=202603180800261d8fa249e37f4d6f963d9c87aad5df15&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20260318080026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=43.139.160.244&SecurityKey=20260318080026&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e57b10eb55dc36350f4b31f168f12b8a&ddCalcu=ae85eb712b7110f08e6b15f51d3cb346f305
海南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8
海南卫视,http://ott.mobaibox.com/PLTV/-/224/3221225810/index.m3u8
海南卫视,http://ott.mobaibox.com/PLTV/-/224/3221228101/index.m3u8
海南卫视,http://ott.mobaibox.com/PLTV/-/224/3221228139/index.m3u8
海南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000181765/main.m3u8?stbid=
海南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000057000000208265/main.m3u8?channel-id=ystenlive&Contentid=1000000000057000000208265&livemode=1&stbId=4
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3d44740039027301acf8341d7361ab59
河北卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226406/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北卫视,https://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1773799216&k=9e183da97483c2e825d5d6bf0d130c92
河北卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/hbws/50/20251225/index.m3u8?msisdn=20260318080024e0ba8dd2f5b74aecb1590919d26a0922&mdspid=&spid=600725&netType=0&sid=5910022316&pid=2028597139&timestamp=20260318080024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962042070&ParentNodeID=-99&assertID=5910022316&client_ip=43.139.160.244&SecurityKey=20260318080024&promotionId=&mvid=5900006782&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=718737bcfc4da9af882ce3121ea85897&ddCalcu=7791e881572830a7eb1c2f1c34edca298a8f
河北卫视,http://ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8
河北卫视,http://ott.mobaibox.com/PLTV/-/224/3221227545/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226480/index.m3u8
河南卫视,http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=a246d53e301792859223a16ee9cf3987&wsTime=1773806405&wsSession=f03bd4200e498b21405d6075-177379200599051&wsIPSercert=965199407363e75c3ccb566d6f002965&wsBindIP=2&wsserid=1168232137593084012
河南卫视,http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=202603180800259520600c0903479eac1e28a5ff5a8128&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20260318080025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=43.139.160.244&SecurityKey=20260318080025&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=128379b967ffeb6bde6d1ae5b24ff5b5&ddCalcu=51b2e581f30f70492bb956e7af1fde6be6db
河南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8
河南卫视,http://ott.mobaibox.com/PLTV/-/224/3221227521/index.m3u8
河南卫视,http://ott.mobaibox.com/PLTV/-/224/3221225815/index.m3u8
河南卫视,http://ott.mobaibox.com/PLTV/-/224/3221228221/index.m3u8
河南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182260/main.m3u8?stbid=
吉林卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226397/index.m3u8
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=20260318080025566eba4f616f4da48470f3e6f68cb42f&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20260318080025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=43.139.160.244&SecurityKey=20260318080025&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=8f262f9e5c91ec3c9ca4e9ecceec88ef&ddCalcu=f8efe821867c20efe9cec5ec99e14eacc39c
吉林卫视,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/-/224/3221225883/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/-/224/3221228028/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/-/224/3221228130/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/-/224/3221228631/index.m3u8
吉林卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182264/main.m3u8?stbid=
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226310/index.m3u8
江苏卫视,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/600/index.m3u8?msisdn=2026031808002415285f488ffc4692bab43268a67c614d&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20260318080024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=43.139.160.244&SecurityKey=20260318080024&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=2b5610e1e1a11685c5de2b8a9bdf8ffb&ddCalcu=b2fbef51863f10d0be91ae81ba21e1d658c5
江苏卫视,http://ott.mobaibox.com/PLTV/3/224/3221228097/index.m3u8
江苏卫视,http://ott.mobaibox.com/PLTV/-/224/3221228052/index.m3u8
江苏卫视,http://ott.mobaibox.com/PLTV/-/224/3221227896/index.m3u8
江苏卫视,http://ott.mobaibox.com/PLTV/-/224/3221228306/index.m3u8
江苏卫视,http://ott.mobaibox.com/PLTV/-/224/3221227402/index.m3u8
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226344/index.m3u8
江西卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/jxwshd/50/20190820/index.m3u8?msisdn=202603180800251f70554cd7084540aba99fc99dfed0be&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20260318080025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=43.139.160.244&SecurityKey=20260318080025&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0014222bfff303accc3058f379c8ebe7&ddCalcu=70e0eb11e43820c2927b3fff8f530033cacc
江西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228109/index.m3u8
江西卫视,http://ott.mobaibox.com/PLTV/-/224/3221225798/index.m3u8
江西卫视,http://ott.mobaibox.com/PLTV/-/224/3221225536/index.m3u8
江西卫视,http://ott.mobaibox.com/PLTV/-/224/3221227738/index.m3u8
江西卫视,http://ott.mobaibox.com/PLTV/-/224/3221228109/index.m3u8
辽宁卫视,http://[2409:8087:74f0:22::7]:6410/270000001128/9900000526/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8
辽宁卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225735/2/index.m3u8
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225601/2/index.m3u8
辽宁卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225696/2/index.m3u8
内蒙古卫视,http://ott.mobaibox.com/PLTV/3/224/3221227557/index.m3u8
内蒙古卫视,http://ott.mobaibox.com/PLTV/-/224/3221227557/index.m3u8
内蒙古卫视,http://ott.mobaibox.com/PLTV/-/224/3221225836/index.m3u8
内蒙古卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182272/main.m3u8?stbid=
内蒙古卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001068/index.m3u8
内蒙古卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236270/index.m3u8
内蒙古卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228339/42329883.smil/index.m3u8?fmt=ts2hls
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
宁夏卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=20260318080026d7acc73d1297426b901214d8f995eb1a&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20260318080026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=43.139.160.244&SecurityKey=20260318080026&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=db151e58865ffd4365b3ea77f8b0098f&ddCalcu=fd8be911058010be85f87876a5ef3fbd5463
宁夏卫视,http://ott.mobaibox.com/PLTV/-/224/3221225842/index.m3u8
宁夏卫视,http://ott.mobaibox.com/PLTV/-/224/3221227563/index.m3u8
宁夏卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182273/main.m3u8?stbid=
宁夏卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182273/main.m3u8?channel-id=ystenlive&Contentid=0000000020000000000182273&livemode=1&stbId=4
宁夏卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001074/index.m3u8
宁夏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236209/index.m3u8
宁夏卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228284/42329159.smil/index.m3u8?fmt=ts2hls
青海卫视,http://gslbmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=2026031808002537c70d86fdbc4aa184f1fec5f4c7f926&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20260318080025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=43.139.160.244&SecurityKey=20260318080025&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=ab4447932be39a2becc6459ed7900a19&ddCalcu=9a1bea410470409779d3e29b5e4369cac2eb
青海卫视,http://ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8
青海卫视,http://ott.mobaibox.com/PLTV/-/224/3221227554/index.m3u8
青海卫视,http://ott.mobaibox.com/PLTV/-/224/3221225783/index.m3u8
青海卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182317/main.m3u8?stbid=
青海卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000090000000215609/main.m3u8?channel-id=ystenlive&Contentid=1000000000090000000215609&livemode=1&stbId=4
青海卫视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001450/index.m3u8
青海卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236252/index.m3u8
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226456/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/3/224/3221227517/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/-/224/3221228315/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/-/224/3221227310/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/-/224/3221227621/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/-/224/3221227671/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/-/224/3221227697/index.m3u8
山西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010114
山西卫视,http://j.x.bkpcp.top/jx/SXWS
山西卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226531/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EokFa56wMKUpB1vaIjEe92A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPoj5DNJHruOghC7vAQxinJ%2CEND
山西卫视,http://tv.scjyhd.com:4022/udp/239.11.0.32:5140
山西卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226392/index.m3u8
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
山西卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8?icpid=88888888&servicetype=1
山西卫视,http://tvh.990066.xyz/stream/channelid/1471091960?profile=pass
陕西卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/shan3xiws/50/20220809/index.m3u8?msisdn=20260318080025be4172f760f049ea9c00e02ce2667303&mdspid=&spid=600633&netType=0&sid=5910020475&pid=2028597139&timestamp=20260318080025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910838&ParentNodeID=-99&assertID=5910020475&client_ip=43.139.160.244&SecurityKey=20260318080025&promotionId=&mvid=5900004331&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=28f4a650024f405da5c58cb5dad425dc&ddCalcu=c2d8e5f12484a0d6a5d050b2c48f54c055ad
陕西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010113
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
陕西卫视,http://gat.bkpcp.top/ymg.php?id=sxws
陕西卫视,http://goo.bkpcp.top/mg/sxws
陕西卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226532/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E6sNSqmLCqLFl_AJPBXp1qA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO6b4uKEI14SNy0LDiw52LH%2CEND
陕西卫视,http://tv.scjyhd.com:4022/udp/239.93.0.176:5140
